"Region,Subregion,Country,Month,By_Air,By_Sea,Total_Arrivals,Previous_Year_Arrivals,Growth_Percent"
"MIDDLE EAST,,Iraq,April,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,April,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,April,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,April,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,April,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,April,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,April,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,April,862,0,862,836,3.1"
"MIDDLE EAST,,Others,April,78,0,78,58,34.5"
"AMERICAS,North America,Canada,May,3344,68,3412,3294,3.6"
"AMERICAS,North America,Mexico,May,75,13,88,57,54.4"
"AMERICAS,North America,United States,May,3234,373,3607,4082,-11.6"
"AMERICAS,Caribbean & Central America,Costa Rica,May,10,2,12,7,71.4"
"AMERICAS,Caribbean & Central America,Jamaica,May,0,0,0,7,-57.1"
"AMERICAS,Caribbean & Central America,Others,May,65,0,65,49,32.7"
"AMERICAS,South America,Argentina,May,60,0,60,44,36.4"
"AMERICAS,South America,Brazil,May,131,1,132,106,24.5"
"AMERICAS,South America,Chile,May,41,0,41,42,-2.4"
"AMERICAS,South America,Colombia,May,56,0,56,40,40.0"
"AMERICAS,South America,Others,May,67,1,68,57,19.3"
"AFRICA,North Africa,Morocco,May,108,0,108,59,83.1"
"AFRICA,North Africa,Sudan,May,66,0,66,69,-4.3"
"AFRICA,North Africa,Others,May,92,0,92,85,8.2"
"AFRICA,Sub-Saharan Africa,Kenya,May,71,0,71,45,57.8"
"AFRICA,Sub-Saharan Africa,Mauritius,May,56,0,56,25,124.0"
"AFRICA,Sub-Saharan Africa,Nigeria,May,14,0,14,0,75.0"
"AFRICA,Sub-Saharan Africa,South Africa,May,198,0,198,195,1.5"
"AFRICA,Sub-Saharan Africa,Others,May,367,0,367,222,65.3"
"ASIA & PACIFIC,North East Asia,China,May,8803,0,8803,7930,11.0"
"ASIA & PACIFIC,North East Asia,Japan,May,2124,2,2126,1581,34.5"
"ASIA & PACIFIC,North East Asia,South Korea,May,544,0,544,571,-4.7"
"ASIA & PACIFIC,North East Asia,Others,May,20,0,20,8,150.0"
"ASIA & PACIFIC,South East Asia,Cambodia,May,28,0,28,82,-65.9"
"ASIA & PACIFIC,South East Asia,Indonesia,May,471,0,471,218,116.1"
"ASIA & PACIFIC,South East Asia,Malaysia,May,1917,3,1920,1204,59.5"
"ASIA & PACIFIC,South East Asia,Myanmar,May,203,0,203,83,144.6"
"ASIA & PACIFIC,South East Asia,Philippines,May,468,4,472,395,19.5"
"ASIA & PACIFIC,South East Asia,Singapore,May,1054,0,1054,914,15.3"
"ASIA & PACIFIC,South East Asia,Thailand,May,554,2,556,583,-4.6"
"ASIA & PACIFIC,South East Asia,Vietnam,May,250,0,250,290,-13.8"
"ASIA & PACIFIC,South East Asia,Others,May,36,0,36,23,56.5"
"ASIA & PACIFIC,Oceania,Australia,May,5896,33,5929,5465,8.5"
"ASIA & PACIFIC,Oceania,New Zealand,May,832,8,840,664,26.5"
"ASIA & PACIFIC,Oceania,Others,May,33,0,33,18,83.3"
"ASIA & PACIFIC,South Asia,Afghanistan,May,10,0,10,20,-50.0"
"ASIA & PACIFIC,South Asia,Bangladesh,May,7282,0,7282,2878,153.0"
"ASIA & PACIFIC,South Asia,Bhutan,May,55,0,55,52,5.8"
"ASIA & PACIFIC,South Asia,India,May,46272,729,47001,32254,45.7"
"ASIA & PACIFIC,South Asia,Iran,May,354,0,354,280,26.4"
"ASIA & PACIFIC,South Asia,Maldives,May,3006,0,3006,8040,-62.6"
"ASIA & PACIFIC,South Asia,Nepal,May,403,0,403,282,42.9"
"ASIA & PACIFIC,South Asia,Pakistan,May,946,0,946,938,0.9"
"EUROPE,Northern Europe,Denmark,May,498,2,500,410,22.0"
"EUROPE,Northern Europe,Finland,May,208,0,208,159,30.8"
"EUROPE,Northern Europe,Norway,May,355,0,355,379,-6.3"
"EUROPE,Northern Europe,Sweden,May,285,1,286,278,2.9"
"EUROPE,Northern Europe,United Kingdom,May,9160,61,9221,8094,13.9"
"EUROPE,Northern Europe,Others,May,483,3,486,337,44.2"
"EUROPE,Western Europe,Austria,May,461,22,483,544,-11.2"
"EUROPE,Western Europe,Belgium,May,656,8,664,549,20.9"
"EUROPE,Western Europe,France,May,5465,5,5470,4064,34.6"
"EUROPE,Western Europe,Germany,May,5343,1880,7223,7495,-3.6"
"EUROPE,Western Europe,Netherlands,May,2311,18,2329,1845,26.2"
"EUROPE,Western Europe,Switzerland,May,1385,39,1424,1345,5.9"
"EUROPE,Western Europe,Others,May,31,2,33,39,-15.4"
"EUROPE,Central/Eastern Europe,Belarus,May,148,0,148,195,-24.1"
"EUROPE,Central/Eastern Europe,Czech Republic,May,347,7,354,314,12.7"
"EUROPE,Central/Eastern Europe,Estonia,May,28,0,28,11,154.5"
"EUROPE,Central/Eastern Europe,Hungary,May,128,5,133,78,70.5"
"EUROPE,Central/Eastern Europe,Kazakhstan,May,207,0,207,65,218.5"
"EUROPE,Central/Eastern Europe,Lithuania,May,101,1,102,69,47.8"
"EUROPE,Central/Eastern Europe,Poland,May,1068,10,1078,1002,7.6"
"EUROPE,Central/Eastern Europe,Romania,May,188,2,190,147,29.3"
"EUROPE,Central/Eastern Europe,Russia,May,3322,6,3328,4384,-24.1"
"EUROPE,Central/Eastern Europe,Slovakia,May,208,4,212,173,22.5"
"EUROPE,Central/Eastern Europe,Ukraine,May,232,2,234,203,15.3"
"EUROPE,Central/Eastern Europe,Others,May,470,3,473,316,49.7"
"EUROPE,Southern/Mediterranean Europe,Greece,May,140,0,140,133,5.3"
"EUROPE,Southern/Mediterranean Europe,Italy,May,1324,9,1333,1010,32.0"
"EUROPE,Southern/Mediterranean Europe,Portugal,May,306,6,312,314,-0.6"
"EUROPE,Southern/Mediterranean Europe,Spain,May,1575,18,1593,1369,16.4"
"EUROPE,Southern/Mediterranean Europe,Turkey,May,383,1,384,294,30.6"
"EUROPE,Southern/Mediterranean Europe,Israel,May,896,0,896,1506,-40.5"
"EUROPE,Southern/Mediterranean Europe,Others,May,280,1,281,236,19.1"
"MIDDLE EAST,,Bahrain,May,54,0,54,68,-20.6"
"MIDDLE EAST,,Egypt,May,298,0,298,223,33.6"
"MIDDLE EAST,,Iraq,May,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,May,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,May,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,May,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,May,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,May,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,May,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,May,862,0,862,836,3.1"
"MIDDLE EAST,,Others,May,78,0,78,58,34.5"
"AMERICAS,North America,Canada,June,4235,4,4239,3263,29.9"
"AMERICAS,North America,Mexico,June,61,0,61,38,60.5"
"AMERICAS,North America,United States,June,5413,9,5422,4023,34.8"
"AMERICAS,Caribbean & Central America,Costa Rica,June,4,0,4,3,33.3"
"AMERICAS,Caribbean & Central America,Jamaica,June,6,0,6,12,-50.0"
"AMERICAS,Caribbean & Central America,Others,June,93,0,93,69,34.8"
"AMERICAS,South America,Argentina,June,56,0,56,51,9.8"
"AMERICAS,South America,Brazil,June,119,0,119,111,7.2"
"AMERICAS,South America,Chile,June,23,0,23,32,-28.1"
"AMERICAS,South America,Colombia,June,43,0,43,44,-2.3"
"AMERICAS,South America,Others,June,61,0,61,34,79.4"
"AFRICA,North Africa,Morocco,June,84,0,84,80,5.0"
"AFRICA,North Africa,Sudan,June,114,0,114,116,-1.7"
"AFRICA,North Africa,Others,June,108,0,108,107,0.9"
"AFRICA,Sub-Saharan Africa,Kenya,June,308,0,308,29,-"
"AFRICA,Sub-Saharan Africa,Mauritius,June,37,0,37,25,48.0"
"AFRICA,Sub-Saharan Africa,Nigeria,June,12,0,12,1,-"
"AFRICA,Sub-Saharan Africa,South Africa,June,344,0,344,349,-1.4"
"AFRICA,Sub-Saharan Africa,Others,June,730,0,730,357,104.5"
"ASIA & PACIFIC,North East Asia,China,June,8804,0,8804,9222,-4.5"
"ASIA & PACIFIC,North East Asia,Japan,June,2091,2,2093,1666,25.6"
"ASIA & PACIFIC,North East Asia,South Korea,June,660,0,660,579,14.0"
"ASIA & PACIFIC,North East Asia,Others,June,11,0,11,22,-50.0"
"ASIA & PACIFIC,South East Asia,Cambodia,June,63,0,63,50,26.0"
"ASIA & PACIFIC,South East Asia,Indonesia,June,376,0,376,272,38.2"
"ASIA & PACIFIC,South East Asia,Malaysia,June,1829,1,1830,1384,32.2"
"ASIA & PACIFIC,South East Asia,Myanmar,June,131,0,131,117,12.0"
"ASIA & PACIFIC,South East Asia,Philippines,June,745,0,745,544,36.9"
"ASIA & PACIFIC,South East Asia,Singapore,June,1830,0,1830,1284,42.5"
"ASIA & PACIFIC,South East Asia,Thailand,June,597,0,597,364,64.0"
"ASIA & PACIFIC,South East Asia,Vietnam,June,255,0,255,237,7.6"
"ASIA & PACIFIC,South East Asia,Others,June,30,0,30,36,-16.7"
"ASIA & PACIFIC,Oceania,Australia,June,7297,2,7299,6317,15.5"
"ASIA & PACIFIC,Oceania,New Zealand,June,1084,0,1084,853,27.1"
"ASIA & PACIFIC,Oceania,Others,June,21,0,21,45,-53.3"
"ASIA & PACIFIC,South Asia,Afghanistan,June,2,0,2,2,0.0"
"ASIA & PACIFIC,South Asia,Bangladesh,June,5826,0,5826,4374,33.2"
"ASIA & PACIFIC,South Asia,Bhutan,June,49,0,49,33,48.5"
"ASIA & PACIFIC,South Asia,India,June,37293,641,37934,28631,32.5"
"ASIA & PACIFIC,South Asia,Iran,June,196,0,196,318,-38.4"
"ASIA & PACIFIC,South Asia,Maldives,June,3157,0,3157,5109,-38.2"
"ASIA & PACIFIC,South Asia,Nepal,June,352,0,352,200,76.0"
"ASIA & PACIFIC,South Asia,Pakistan,June,6833,0,6833,1399,388.4"
"EUROPE,Northern Europe,Denmark,June,815,1,816,714,14.3"
"EUROPE,Northern Europe,Finland,June,145,0,145,130,11.5"
"EUROPE,Northern Europe,Norway,June,1473,0,1473,1452,1.4"
"EUROPE,Northern Europe,Sweden,June,628,0,628,568,10.6"
"EUROPE,Northern Europe,United Kingdom,June,11622,6,11628,9266,25.5"
"EUROPE,Northern Europe,Others,June,728,0,728,679,7.2"
"EUROPE,Western Europe,Austria,June,487,0,487,384,26.8"
"EUROPE,Western Europe,Belgium,June,1135,0,1135,872,30.2"
"EUROPE,Western Europe,France,June,4339,6,4345,3102,40.1"
"EUROPE,Western Europe,Germany,June,5493,5,5498,4556,20.7"
"EUROPE,Western Europe,Netherlands,June,2421,2,2423,1935,25.2"
"EUROPE,Western Europe,Switzerland,June,1588,1,1589,1291,23.1"
"EUROPE,Western Europe,Others,June,25,0,25,16,56.3"
"EUROPE,Central/Eastern Europe,Belarus,June,86,0,86,175,-50.9"
"EUROPE,Central/Eastern Europe,Czech Republic,June,625,0,625,526,18.8"
"EUROPE,Central/Eastern Europe,Estonia,June,19,0,19,30,-36.7"
"EUROPE,Central/Eastern Europe,Hungary,June,126,0,126,160,-21.3"
"EUROPE,Central/Eastern Europe,Kazakhstan,June,96,0,96,96,0.0"
"EUROPE,Central/Eastern Europe,Lithuania,June,126,0,126,73,72.6"
"EUROPE,Central/Eastern Europe,Poland,June,1138,0,1138,1047,8.7"
"EUROPE,Central/Eastern Europe,Romania,June,219,0,219,192,14.1"
"EUROPE,Central/Eastern Europe,Russia,June,1891,0,1891,3412,-44.6"
"EUROPE,Central/Eastern Europe,Slovakia,June,133,0,133,163,-18.4"
"EUROPE,Central/Eastern Europe,Ukraine,June,214,0,214,206,3.9"
"EUROPE,Central/Eastern Europe,Others,June,343,0,343,318,7.9"
"EUROPE,Southern/Mediterranean Europe,Greece,June,106,0,106,82,29.3"
"EUROPE,Southern/Mediterranean Europe,Italy,June,2173,1,2174,1792,21.3"
"EUROPE,Southern/Mediterranean Europe,Portugal,June,644,0,644,281,129.2"
"EUROPE,Southern/Mediterranean Europe,Spain,June,2329,2,2331,2081,12.0"
"EUROPE,Southern/Mediterranean Europe,Turkey,June,607,0,607,572,6.1"
"EUROPE,Southern/Mediterranean Europe,Israel,June,573,0,573,1515,-62.2"
"EUROPE,Southern/Mediterranean Europe,Others,June,349,0,349,303,15.2"
"MIDDLE EAST,,Bahrain,June,230,0,230,197,16.8"
"MIDDLE EAST,,Egypt,June,425,0,425,326,30.4"
"MIDDLE EAST,,Iraq,June,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,June,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,June,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,June,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,June,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,June,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,June,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,June,862,0,862,836,3.1"
"MIDDLE EAST,,Others,June,78,0,78,58,34.5"
"AMERICAS,North America,Canada,July,5455,7,5462,4821,13.3"
"AMERICAS,North America,Mexico,July,44,0,44,44,0.0"
"AMERICAS,North America,United States,July,5217,5,5222,4962,5.2"
"AMERICAS,Caribbean & Central America,Costa Rica,July,8,0,8,3,166.7"
"AMERICAS,Caribbean & Central America,Jamaica,July,7,0,7,7,0.0"
"AMERICAS,South America,Argentina,July,45,0,45,50,-10.0"
"AMERICAS,South America,Brazil,July,123,1,124,134,-7.5"
"AMERICAS,South America,Chile,July,79,0,79,36,119.4"
"AMERICAS,South America,Colombia,July,69,0,69,51,35.3"
"AFRICA,North Africa,Morocco,July,91,0,91,87,4.6"
"AFRICA,North Africa,Sudan,July,121,0,121,122,-0.8"
"AFRICA,Sub-Saharan Africa,Kenya,July,84,0,84,128,-34.4"
"AFRICA,Sub-Saharan Africa,Mauritius,July,81,0,81,33,145.5"
"AFRICA,Sub-Saharan Africa,Nigeria,July,10,0,10,9,11.1"
"AFRICA,Sub-Saharan Africa,South Africa,July,419,0,419,333,25.8"
"ASIA & PACIFIC,North East Asia,China,July,12982,0,12982,13685,-5.1"
"ASIA & PACIFIC,North East Asia,Japan,July,3074,2,3076,2202,39.7"
"ASIA & PACIFIC,North East Asia,South Korea,July,932,0,932,1009,-7.6"
"ASIA & PACIFIC,South East Asia,Cambodia,July,46,0,46,24,91.7"
"ASIA & PACIFIC,South East Asia,Indonesia,July,361,0,361,275,31.3"
"ASIA & PACIFIC,South East Asia,Malaysia,July,1711,1,1712,1596,7.3"
"ASIA & PACIFIC,South East Asia,Myanmar,July,392,0,392,194,102.1"
"ASIA & PACIFIC,South East Asia,Philippines,July,608,0,608,500,21.6"
"ASIA & PACIFIC,South East Asia,Singapore,July,1296,1,1297,853,52.1"
"ASIA & PACIFIC,South East Asia,Thailand,July,506,0,506,483,4.8"
"ASIA & PACIFIC,South East Asia,Vietnam,July,266,0,266,279,-4.7"
"ASIA & PACIFIC,Oceania,Australia,July,9116,1,9117,7371,23.7"
"ASIA & PACIFIC,Oceania,New Zealand,July,1106,0,1106,1017,8.8"
"ASIA & PACIFIC,South Asia,Afghanistan,July,1,0,1,15,-93.3"
"ASIA & PACIFIC,South Asia,Bangladesh,July,3274,0,3274,4607,-28.9"
"ASIA & PACIFIC,South Asia,Bhutan,July,44,0,44,29,51.7"
"ASIA & PACIFIC,South Asia,India,July,36774,354,37128,41173,-9.8"
"ASIA & PACIFIC,South Asia,Iran,July,151,0,151,339,-55.5"
"ASIA & PACIFIC,South Asia,Maldives,July,4755,0,4755,3097,53.5"
"ASIA & PACIFIC,South Asia,Nepal,July,442,0,442,382,15.7"
"ASIA & PACIFIC,South Asia,Pakistan,July,2002,0,2002,1848,8.3"
"EUROPE,Northern Europe,Denmark,July,2508,1,2509,2147,16.9"
"EUROPE,Northern Europe,Finland,July,150,0,150,94,59.6"
"EUROPE,Northern Europe,Norway,July,1979,3,1982,1800,10.1"
"EUROPE,Northern Europe,Sweden,July,686,3,689,716,-3.8"
"EUROPE,Northern Europe,United Kingdom,July,23470,5,23475,20837,12.7"
"EUROPE,Western Europe,Austria,July,1846,0,1846,1722,7.2"
"EUROPE,Western Europe,Belgium,July,4510,1,4511,3435,31.3"
"EUROPE,Western Europe,France,July,11042,17,11059,9405,17.6"
"EUROPE,Western Europe,Germany,July,10563,5,10568,10618,-0.5"
"EUROPE,Western Europe,Netherlands,July,15555,1,15556,11431,36.1"
"EUROPE,Western Europe,Switzerland,July,4990,0,4990,5089,-1.9"
"EUROPE,Central/Eastern Europe,Belarus,July,137,0,137,203,-32.5"
"EUROPE,Central/Eastern Europe,Czech Republic,July,1367,0,1367,1133,20.7"
"EUROPE,Central/Eastern Europe,Estonia,July,21,0,21,24,-12.5"
"EUROPE,Central/Eastern Europe,Hungary,July,265,0,265,210,26.2"
"EUROPE,Central/Eastern Europe,Kazakhstan,July,78,0,78,168,-53.6"
"EUROPE,Central/Eastern Europe,Lithuania,July,144,0,144,174,-17.2"
"EUROPE,Central/Eastern Europe,Poland,July,3467,2,3469,2257,53.7"
"EUROPE,Central/Eastern Europe,Romania,July,231,0,231,264,-12.5"
"EUROPE,Central/Eastern Europe,Russia,July,3158,0,3158,4578,-31.0"
"EUROPE,Central/Eastern Europe,Slovakia,July,320,0,320,292,9.6"
"EUROPE,Central/Eastern Europe,Ukraine,July,279,0,279,214,30.4"
"EUROPE,Southern/Mediterranean Europe,Greece,July,162,0,162,119,36.1"
"EUROPE,Southern/Mediterranean Europe,Italy,July,4886,0,4886,3630,34.6"
"EUROPE,Southern/Mediterranean Europe,Portugal,July,578,0,578,351,64.7"
"EUROPE,Southern/Mediterranean Europe,Spain,July,5912,0,5912,4224,40.0"
"EUROPE,Southern/Mediterranean Europe,Turkey,July,660,0,660,403,63.8"
"EUROPE,Southern/Mediterranean Europe,Israel,July,1966,0,1966,2962,-33.6"
"MIDDLE EAST,,Bahrain,July,232,0,232,162,43.2"
"MIDDLE EAST,,Egypt,July,328,0,328,326,0.6"
"MIDDLE EAST,,Iraq,July,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,July,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,July,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,July,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,July,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,July,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,July,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,July,862,0,862,836,3.1"
"MIDDLE EAST,,Others,July,78,0,78,58,34.5"
"AMERICAS,North America,Canada,August,4322,11,4333,3868,12.0"
"AMERICAS,North America,Mexico,August,73,0,73,58,25.9"
"AMERICAS,North America,United States,August,4951,19,4970,3539,40.4"
"AMERICAS,Caribbean & Central America,Costa Rica,August,6,0,6,2,200.0"
"AMERICAS,Caribbean & Central America,Jamaica,August,5,0,5,5,0.0"
"AMERICAS,Caribbean & Central America,Others,August,87,0,87,47,85.1"
"AMERICAS,South America,Argentina,August,54,0,54,43,25.6"
"AMERICAS,South America,Brazil,August,134,0,134,129,3.9"
"AMERICAS,South America,Chile,August,39,0,39,42,-7.1"
"AMERICAS,South America,Colombia,August,60,0,60,51,17.6"
"AMERICAS,South America,Others,August,68,0,68,49,38.8"
"AFRICA,North Africa,Morocco,August,132,0,132,112,17.9"
"AFRICA,North Africa,Sudan,August,288,0,288,78,269.2"
"AFRICA,North Africa,Others,August,110,0,110,103,6.8"
"AFRICA,Sub-Saharan Africa,Kenya,August,93,0,93,54,72.2"
"AFRICA,Sub-Saharan Africa,Mauritius,August,60,0,60,57,5.3"
"AFRICA,Sub-Saharan Africa,Nigeria,August,12,0,12,5,140.0"
"AFRICA,Sub-Saharan Africa,South Africa,August,460,0,460,324,42.0"
"AFRICA,Sub-Saharan Africa,Others,August,715,0,715,474,50.8"
"ASIA & PACIFIC,North East Asia,China,August,12294,0,12294,12088,1.7"
"ASIA & PACIFIC,North East Asia,Japan,August,5126,1,5127,4102,25.0"
"ASIA & PACIFIC,North East Asia,South Korea,August,808,0,808,698,15.8"
"ASIA & PACIFIC,North East Asia,Others,August,33,0,33,1,3200.0"
"ASIA & PACIFIC,South East Asia,Cambodia,August,37,0,37,25,48.0"
"ASIA & PACIFIC,South East Asia,Indonesia,August,487,0,487,291,67.4"
"ASIA & PACIFIC,South East Asia,Malaysia,August,2157,0,2157,1571,37.3"
"ASIA & PACIFIC,South East Asia,Myanmar,August,527,0,527,417,26.4"
"ASIA & PACIFIC,South East Asia,Philippines,August,678,0,678,465,45.8"
"ASIA & PACIFIC,South East Asia,Singapore,August,1260,2,1262,1215,3.9"
"ASIA & PACIFIC,South East Asia,Thailand,August,682,0,682,598,14.0"
"ASIA & PACIFIC,South East Asia,Vietnam,August,308,0,308,293,5.1"
"ASIA & PACIFIC,South East Asia,Others,August,21,0,21,15,40.0"
"ASIA & PACIFIC,Oceania,Australia,August,7832,1,7833,6687,17.1"
"ASIA & PACIFIC,Oceania,New Zealand,August,1044,0,1044,1011,3.3"
"ASIA & PACIFIC,Oceania,Others,August,31,0,31,24,29.2"
"ASIA & PACIFIC,South Asia,Afghanistan,August,3,0,3,18,-83.3"
"ASIA & PACIFIC,South Asia,Bangladesh,August,4074,0,4074,3877,5.1"
"ASIA & PACIFIC,South Asia,Bhutan,August,44,0,44,51,-13.7"
"ASIA & PACIFIC,South Asia,India,August,43738,2735,46473,33031,40.7"
"ASIA & PACIFIC,South Asia,Iran,August,485,0,485,883,-45.1"
"ASIA & PACIFIC,South Asia,Maldives,August,3003,0,3003,3198,-6.1"
"ASIA & PACIFIC,South Asia,Nepal,August,579,4,583,252,131.3"
"ASIA & PACIFIC,South Asia,Pakistan,August,1580,0,1580,1040,51.9"
"EUROPE,Northern Europe,Denmark,August,737,2,739,606,21.9"
"EUROPE,Northern Europe,Finland,August,113,0,113,100,13.0"
"EUROPE,Northern Europe,Norway,August,514,0,514,486,5.8"
"EUROPE,Northern Europe,Sweden,August,341,0,341,290,17.6"
"EUROPE,Northern Europe,United Kingdom,August,19723,41,19764,17587,12.4"
"EUROPE,Northern Europe,Others,August,745,0,745,607,22.7"
"EUROPE,Western Europe,Austria,August,1425,0,1425,1150,23.9"
"EUROPE,Western Europe,Belgium,August,2047,0,2047,1751,16.9"
"EUROPE,Western Europe,France,August,10479,16,10495,8596,22.1"
"EUROPE,Western Europe,Germany,August,12500,0,12500,10623,17.7"
"EUROPE,Western Europe,Netherlands,August,6080,2,6082,5355,13.6"
"EUROPE,Western Europe,Switzerland,August,2065,2,2067,1856,11.4"
"EUROPE,Western Europe,Others,August,151,0,151,116,30.2"
"EUROPE,Central/Eastern Europe,Belarus,August,181,0,181,199,-9.0"
"EUROPE,Central/Eastern Europe,Czech Republic,August,874,0,874,822,6.3"
"EUROPE,Central/Eastern Europe,Estonia,August,16,0,16,15,6.7"
"EUROPE,Central/Eastern Europe,Hungary,August,239,0,239,261,-8.4"
"EUROPE,Central/Eastern Europe,Kazakhstan,August,60,0,60,71,-15.5"
"EUROPE,Central/Eastern Europe,Lithuania,August,117,0,117,111,5.4"
"EUROPE,Central/Eastern Europe,Poland,August,3403,1,3404,2240,52.0"
"EUROPE,Central/Eastern Europe,Romania,August,397,0,397,336,18.2"
"EUROPE,Central/Eastern Europe,Russia,August,3446,0,3446,4351,-20.8"
"EUROPE,Central/Eastern Europe,Slovakia,August,346,0,346,290,19.3"
"EUROPE,Central/Eastern Europe,Ukraine,August,272,0,272,203,34.0"
"EUROPE,Central/Eastern Europe,Others,August,544,0,544,411,32.4"
"EUROPE,Southern/Mediterranean Europe,Greece,August,844,0,844,339,149.0"
"EUROPE,Southern/Mediterranean Europe,Italy,August,12245,2,12247,9586,27.8"
"EUROPE,Southern/Mediterranean Europe,Portugal,August,647,1,648,667,-2.8"
"EUROPE,Southern/Mediterranean Europe,Spain,August,8843,0,8843,7262,21.8"
"EUROPE,Southern/Mediterranean Europe,Turkey,August,606,0,606,448,35.3"
"EUROPE,Southern/Mediterranean Europe,Israel,August,2403,0,2403,3248,-26.0"
"EUROPE,Southern/Mediterranean Europe,Others,August,996,1,997,951,4.8"
"MIDDLE EAST,,Bahrain,August,134,0,134,140,-4.3"
"MIDDLE EAST,,Egypt,August,274,0,274,232,18.1"
"MIDDLE EAST,,Iraq,August,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,August,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,August,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,August,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,August,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,August,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,August,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,August,862,0,862,836,3.1"
"MIDDLE EAST,,Others,August,78,0,78,58,34.5"
"AMERICAS,North America,Canada,September,2513,0,2513,2095,20.0"
"AMERICAS,North America,Mexico,September,76,0,76,100,-24.0"
"AMERICAS,North America,United States,September,3569,0,3569,2460,45.1"
"AMERICAS,Caribbean & Central America,Costa Rica,September,5,0,5,2,150.0"
"AMERICAS,Caribbean & Central America,Jamaica,September,5,0,5,12,-58.3"
"AMERICAS,Caribbean & Central America,Others,September,97,0,97,44,120.5"
"AMERICAS,South America,Argentina,September,83,0,83,45,84.4"
"AMERICAS,South America,Brazil,September,123,0,123,100,23.0"
"AMERICAS,South America,Chile,September,38,0,38,32,18.8"
"AMERICAS,South America,Colombia,September,58,0,58,26,123.1"
"AMERICAS,South America,Others,September,89,0,89,45,97.8"
"AFRICA,North Africa,Morocco,September,89,0,89,78,14.1"
